AGE BP,Site 2,Site 3 ,Site 4,Site 20 ,Site 21
1416,5.2,4.57,3.74,,
1417,3.24,11.35,2.87,,
1418,6.25,24.23,3,,
1419,5.5,76.27,3.47,,
1420,3.62,2.31,4.21,,
1421,4.59,3.16,3,,
1422,5.8,1.24,4.41,,
1423,2.41,1.86,5.61,,
1424,3.92,0.96,3.87,,
1425,3.16,1.35,4.07,,
1426,2.71,1.75,5.74,,
1427,1.88,1.81,5.81,,
1428,5.27,1.3,5.81,,
1429,2.79,9.09,7.94,,
1430,4.59,3.27,26.3,,
1431,3.16,5.31,3.6,,
1432,3.01,12.7,3.94,,
1433,4.59,56.4,7.94,,
1434,3.16,3.73,3.87,,
1435,4.59,4.01,3.6,,
1436,6.4,3.1,4.14,,
1437,3.54,3.61,5.47,,
1438,3.16,1.92,3.14,,
1439,6.63,2.09,5.61,,
1440,5.05,2.31,5.34,,
1441,6.33,2.31,7.48,,
1442,5.95,3.16,10.15,,
1443,15.76,3.56,4.21,,
1444,7.78,2.26,4.21,,
1445,14.46,3.1,5.27,,
1446,37.44,1.98,5.34,,
1447,6.25,7.06,5.14,,
1448,3.92,3.73,12.88,,
1449,3.01,4.06,5.94,,
1450,3.01,5.31,7.68,,
1451,0.98,6.04,13.75,,
1452,2.64,4.4,9.35,,
1453,1.88,5.69,9.81,,
1454,1.58,22.22,10.15,,
1455,2.33,1.56,8.14,,
1456,1.88,3.5,6.74,,
1457,4.52,1.86,5.01,,
1458,4.14,3.1,12.62,,
1459,3.31,2.77,3.87,,
1460,3.92,2.31,5.07,,
1461,2.56,4.91,4.81,,
1462,3.62,3.5,6.41,,
1463,3.99,6.83,2.94,,
1464,4.37,3.61,4.01,,
1465,6.33,5.48,7.68,,
1466,3.01,5.87,10.48,,
1467,3.39,12.14,7.54,,
1468,3.01,7.34,6.41,,
1469,3.24,4.4,4.81,,
1470,5.8,4.63,2.6,,
1471,4.9,3.61,3.74,,
1472,3.16,4.91,3.47,,
1473,4.07,6.32,4.07,,
1474,4.14,4.63,6.81,,
1475,3.16,4.4,11.62,,
1476,4.07,6.72,3.34,,
1477,5.42,4.57,7.94,,
1478,3.62,3.1,14.42,,
1479,5.05,4.06,8.08,,
1480,5.42,3.16,13.42,,
1481,4.52,2.71,6.74,,
1482,3.99,3.67,5.01,,
1483,3.62,4.12,6.74,,
1484,5.65,7.96,6.61,,
1485,6.03,2.82,10.68,,
1486,1.21,9.82,5.82,,
1487,3.39,7.4,9,,
1488,4.14,5.42,15.02,,
1489,3.16,4.06,6.68,,
1490,4.82,11.23,7.41,,
1491,8.51,2.71,3.94,,
1492,14.84,4.46,5.61,,
1493,6.55,4.46,6.01,,
1494,3.54,3.33,5.07,,
1495,5.72,3.1,4.81,,
1496,2.56,5.93,8.08,,
1497,4.82,4.97,4.61,,
1498,3.99,10.27,8.75,,
1499,4.67,5.87,4.47,,
1500,3.99,4.97,7.34,,
1501,4.52,3.61,3.47,,
1502,3.31,2.65,5.41,,
1503,3.92,3.27,6.14,,
1504,9.94,3.05,7.28,,
1505,3.77,3.22,7.94,,
1506,4.44,4.91,3.4,,
1507,7.23,9.09,3.54,,
1508,2.64,3.22,3.2,,
1509,1.96,4.01,3.27,,
1510,4.07,6.77,13.22,,
1511,4.07,8.58,10.55,,
1512,4.52,7.79,4.87,,
1513,6.33,12.98,14.82,,
1514,4.97,7.62,3.07,,
1515,5.57,14,5.87,,
1516,3.99,10.9,6.28,,
1517,3.01,9.43,13.42,,
1518,3.69,11.4,3.6,,
1519,4.9,29.19,6.81,,
1520,13.26,1.3,6.81,,
1521,4.52,5.25,5.14,,
1522,3.62,6.21,5.87,,
1523,4.37,4.06,4.94,,
1524,4.07,2.15,7.34,,
1525,2.71,7.23,6.68,,
1526,1.88,3.27,4.34,,
1527,2.26,5.08,4.94,,
1528,2.41,6.21,4.34,,
1529,3.84,5.02,8.28,,
1530,3.99,5.87,18.56,,
1531,5.88,3.61,14.75,,
1532,2.34,3.9,14.09,,
1533,20.41,7,12.08,,
1534,2.26,4.97,6.74,,
1535,2.71,5.31,3.27,,
1536,3.24,7.28,5.67,,
1537,3.46,2.31,7.48,,
1538,3.54,3.5,9.15,,
1539,4.67,3.05,7.48,,
1540,4.07,2.94,5.87,,
1541,2.18,8.02,4.97,,
1542,2.34,5.93,4.06,,
1543,3.09,3.56,6.32,,
1544,1.81,6.89,7.68,,
1545,3.62,3.1,4.52,,
1546,2.79,3.16,6.77,,
1547,3.24,5.48,8.13,,
1548,2.18,5.36,5.42,,
1549,3.24,4.06,5.87,,
1550,6.55,5.31,5.87,,
1551,2.86,6.21,5.87,,
1552,3.99,4.35,9.93,,
1553,4.44,4.91,4.97,,
1554,3.84,3.61,20.32,,
1555,5.72,5.76,9.93,,
1556,3.09,4.91,10.84,,
1557,2.79,3.33,13.55,,
1558,2.79,4.52,8.13,,
1559,4.97,2.88,3.16,,
1560,4.9,3.39,9.03,,
1561,3.16,18.21,2.71,,
1562,3.24,16.33,3.61,,
1563,4.07,7,3.16,,
1564,3.16,7.83,3.61,,
1565,3.09,7.52,2.71,,
1566,4.9,3.76,3.61,,
1567,5.88,4.06,3.16,,
1568,4.52,2.18,5.87,,
1569,3.24,3.61,5.42,,
1570,2.79,3.61,43.35,,
1571,3.69,2.33,4.52,,
1572,4.07,3.99,7.23,,
1573,5.88,2.18,4.52,,
1574,2.79,5.04,4.06,,
1575,2.49,2.71,2.26,,
1576,3.31,3.08,3.61,,
1577,3.62,4.06,2.71,,
1578,3.46,2.86,5.87,,
1579,4.9,3.61,9.48,,
1580,4.14,4.06,2.26,,
1581,3.09,2.03,5.42,,
1582,3.77,2.93,4.97,,
1583,3.58,3.08,2.71,,
1584,2.68,2.86,4.97,,
1585,4.02,4.29,2.71,,
1586,2.68,3.31,4.52,,
1587,2.24,5.34,3.61,,
1588,2.24,3.99,3.16,,
1589,3.58,1.88,3.61,,
1590,3.13,3.16,3.16,,
1591,4.02,8.13,4.06,,
1592,3.58,15.72,4.06,,
1593,4.02,3.24,2.71,,
1594,4.47,2.26,4.97,,
1595,3.58,2.26,4.06,,
1596,6.71,4.44,5.87,,
1597,2.24,2.33,4.06,,
1598,2.68,2.71,4.97,,
1599,3.13,2.26,6.32,,
1600,4.02,2.71,9.03,,
1601,5.37,2.71,2.71,,
1602,7.15,6.77,3.16,,
1603,3.13,7.22,6.77,,
1604,3.58,8.5,4.06,,
1605,2.68,33.86,4.52,,
1606,7.15,3.61,6.32,,
1607,4.02,5.04,3.61,,
1608,4.02,2.63,3.16,,
1609,4.92,3.61,2.71,,
1610,4.02,4.06,2.71,,
1611,4.92,3.16,4.06,,
1612,6.26,2.78,4.97,,
1613,6.26,4.51,4.97,,
1614,5.81,7.52,4.06,,
1615,4.02,2.86,4.06,,
1616,3.13,4.51,4.97,,
1617,6.26,3.54,7.23,,
1618,5.37,3.61,4.97,,
1619,7.15,4.06,3.16,,
1620,4.47,2.78,6.32,,
1621,3.58,4.06,2.71,,
1622,5.37,3.61,3.61,,
1623,4.47,3.16,2.71,,
1624,8.5,9.48,3.16,,
1625,4.02,4.44,3.61,,
1626,4.47,3.24,4.06,,
1627,6.26,6.32,3.16,,
1628,5.81,3.61,3.16,,
1629,31.75,3.99,5.42,,
1630,8.94,2.26,8.58,,
1631,4.47,3.24,8.13,,
1632,1.79,3.61,6.32,,
1633,2.68,6.24,6.77,,
1634,2.24,8.2,4.52,,
1635,3.13,8.58,4.52,,
1636,1.79,5.04,4.06,,
1637,2.24,8.05,5.42,,
1638,4.92,6.7,6.32,,
1639,4.02,4.51,8.58,,
1640,3.13,1.88,4.52,,
1641,4.47,7.15,4.06,,
1642,6.26,4.36,5.42,,
1643,9.39,4.66,5.42,,
1644,2.68,4.06,4.97,,
1645,3.58,3.24,3.61,,
1646,5.81,3.16,3.61,,
1647,4.47,3.61,5.42,,
1648,5.37,5.79,3.16,,
1649,3.13,4.51,4.06,,
1650,5.81,2.33,2.26,,
1651,5.81,5.42,2.71,,
1652,4.92,2.18,4.52,,
1653,7.15,4.14,4.52,,
1654,5.37,2.26,4.52,,
1655,42.92,2.18,11.29,,
1656,1.79,2.78,4.52,,
1657,2.24,3.99,3.61,,
1658,12.97,3.61,2.71,,
1659,2.24,1.88,2.71,,
1660,4.02,3.69,4.06,,
1661,1.79,3.16,10.39,,
1662,2.24,4.51,6.32,,
1663,2.68,7.15,7.23,,
1664,1.79,5.94,5.87,,
1665,2.68,3.91,21.22,,
1666,1.34,2.33,22.58,,
1667,1.79,1.73,9.48,,
1668,3.13,3.76,4.52,,
1669,1.34,3.16,4.52,,
1670,1.34,5.27,4.06,,
1671,0.89,6.92,3.16,,
1672,1.34,3.54,4.06,,
1673,2.24,3.16,4.06,,
1674,3.13,3.08,6.77,,
1675,2.68,4.14,5.87,,
1676,3.58,2.56,5.87,,
1677,6.26,1.96,5.42,,
1678,4.02,4.66,13.1,,
1679,3.13,2.56,20.32,,
1680,4.02,3.16,3.61,,
1681,3.13,2.71,7.23,,
1682,2.68,4.36,4.52,,
1683,3.58,2.78,9.93,,
1684,2.68,2.71,3.61,,
1685,3.58,2.78,5.42,,
1686,3.13,3.16,5.42,,
1687,3.58,2.63,5.87,,
1688,4.47,4.51,13.55,,
1689,8.05,5.04,5.87,,
1690,4.47,2.63,28,,
1691,3.58,5.04,16.71,,
1692,4.47,4.44,4.52,,
1693,4.47,2.33,7.23,,
1694,4.47,3.99,4.97,,
1695,6.71,4.97,4.52,,
1696,25.93,5.04,3.61,,
1697,7.15,3.61,5.87,,
1698,7.6,4.51,3.61,,
1699,1.79,6.24,4.06,,
1700,4.92,6.25,8.58,,
1701,41.58,17.68,2.26,,
1702,2.24,18.66,4.52,,
1703,2.68,4.06,3.61,,
1704,1.79,3.01,6.32,,
1705,2.68,3.61,9.48,,
1706,2.24,3.16,3.61,,
1707,1.34,2.78,6.32,,
1708,1.34,3.99,12.19,,
1709,1.34,2.93,11.29,,
1710,1.34,6.25,4.97,,
1711,2.24,4.89,7.23,,
1712,3.58,4.51,5.42,,
1713,2.24,4.51,7.23,,
1714,6.71,9.93,5.97,,
1715,1.34,14.37,6.59,,
1716,3.13,3.24,4.25,,
1717,2.24,4.97,4.25,,
1718,3.58,5.42,7.15,,
1719,2.68,7.15,8.6,,
1720,4.47,4.14,12.74,,
1721,2.24,5.42,3.91,,
1722,3.58,4.06,3.8,,
1723,3.58,4.59,7.38,,
1724,1.79,8.2,8.38,,
1725,2.68,5.72,7.04,,
1726,2.68,27.61,6.03,,
1727,3.58,16.03,4.69,,
1728,2.24,6.55,8.85,,
1729,2.68,1.81,38.75,,
1730,4.02,1.81,5.14,,
1731,4.02,3.91,2.91,,
1732,4.92,1.96,2.68,,
1733,19.67,2.18,2.46,,
1734,6.26,5.42,1.9,,
1735,4.02,2.71,2.91,,
1736,4.92,3.16,2.01,,
1737,7.15,7.67,2.35,,
1738,10.73,5.42,3.02,,
1739,4.02,3.61,1.9,,
1740,5.81,4.97,2.57,,
1741,4.02,6.24,4.47,,
1742,7.15,5.94,3.35,,
1743,7.6,5.79,3.8,,
1744,3.58,7.67,7.26,,
1745,2.24,12.26,9.72,,
1746,3.13,9.03,4.13,,
1747,3.58,5.42,4.58,,
1748,4.47,3.61,8.83,,
1749,4.92,5.79,5.03,,
1750,3.13,3.69,5.7,,
1751,3.13,3.16,4.58,,
1752,2.68,4.97,5.25,,
1753,2.24,6.77,5.03,,
1754,2.68,10.83,7.04,,
1755,3.13,4.89,8.05,,
1756,2.68,5.94,4.58,,
1757,4.47,6.77,3.02,,
1758,4.02,7.22,3.35,,
1759,4.02,6.7,3.13,,
1760,11.63,6.77,3.24,,
1761,5.37,13.54,3.46,,
1762,4.47,9.1,4.13,,
1763,2.68,72.61,4.92,,
1764,3.58,2.26,8.6,,
1765,7.6,2.33,6.49,,
1766,4.02,2.63,34.63,,
1767,3.13,1.43,9.62,,
1768,4.92,3.99,7.71,,
1769,7.6,2.78,3.24,,
1770,2.68,2.26,3.69,,
1771,4.47,5.87,9.16,,
1772,2.24,2.71,8.6,,
1773,2.24,3.16,3.13,,
1774,4.02,4.06,5.36,,
1775,3.13,4.06,6.48,,
1776,3.58,3.61,4.58,,
1777,6.71,7.67,5.36,,
1778,1.79,6.77,8.49,,
1779,2.68,3.16,4.69,,
1780,2.24,2.18,6.93,,
1781,2.24,5.49,7.38,,
1782,1.79,2.63,9.83,,
1783,4.02,4.14,4.81,,
1784,3.13,3.69,3.46,,
1785,3.13,3.99,3.91,,
1786,2.68,4.06,5.14,,
1787,3.13,3.46,5.03,,
1788,4.02,4.74,3.58,,
1789,4.02,7.6,9.39,,
1790,3.58,3.54,8.38,,
1791,4.02,2.86,18.55,,
1792,2.24,2.63,6.37,,
1793,4.02,3.08,5.36,,
1794,3.13,3.69,4.02,,
1795,2.68,3.08,5.92,,
1796,2.24,2.71,9.95,,
1797,3.13,4.59,4.58,,
1798,4.02,7.3,3.46,,
1799,7.6,6.62,7.15,,
1800,3.13,21.22,6.48,,
1801,2.68,8.13,5.81,,
1802,3.13,11.44,3.91,,
1803,3.13,7.15,2.79,,
1804,3.13,4.44,2.91,,
1805,3.58,9.09,6.37,,
1806,3.13,3.26,9.28,,
1807,3.13,4.55,11.73,,
1808,3.13,7.27,4.58,,
1809,3.13,3.11,4.25,,
1810,3.13,2.27,6.37,,
1811,5.81,2.8,11.51,,
1812,3.13,4.02,5.48,,
1813,4.92,6.37,7.71,,
1814,7.15,4.09,6.7,,
1815,3.13,3.79,8.6,,
1816,3.58,3.86,13.19,,
1817,3.13,2.88,7.26,,
1818,2.68,2.27,9.95,,
1819,4.02,3.11,13.74,,
1820,2.68,2.73,3.91,,
1821,3.13,2.35,6.48,,
1822,2.23,4.55,8.49,,
1823,3.58,7.35,3.58,,
1824,3.13,3.49,4.13,,
1825,3.58,2.27,6.03,,
1826,5.36,4.55,4.13,,
1827,2.23,2.8,4.47,,
1828,2.23,2.58,4.69,,
1829,4.02,8.79,2.23,,
1830,5.36,6.29,3.13,,
1831,3.13,5.53,3.8,,
1832,3.58,2.27,4.69,,
1833,2.68,5.46,3.24,,
1834,3.58,3.11,4.13,,
1835,2.68,3.26,10.84,,
1836,2.23,6.37,33.3,,
1837,4.47,4.02,9.72,,
1838,2.23,3.71,5.92,,
1839,3.13,3.18,2.91,,
1840,3.58,3.64,4.81,,
1841,4.92,5.91,4.02,,
1842,4.47,3.18,4.58,,
1843,3.58,5,3.8,,
1844,1.79,5,6.03,,
1845,3.13,2.2,4.13,,
1846,2.68,4.09,5.25,,
1847,4.02,7.35,10.95,,
1848,4.02,4.62,4.81,,
1849,2.68,5.76,3.02,,
1850,4.02,4.7,8.27,,
1851,4.02,6.97,8.72,,
1852,3.13,3.79,5.59,,
1853,4.02,5.15,5.59,,
1854,4.02,4.02,2.91,,
1855,3.58,4.55,5.03,,
1856,4.92,3.11,4.02,,
1857,3.58,7.81,2.79,,
1858,4.02,5.46,4.25,,
1859,2.68,4.09,4.36,,
1860,5.81,3.94,4.47,,
1861,1.79,5.53,5.03,,
1862,2.23,6.82,3.24,,
1863,2.68,17.05,9.39,,
1864,2.68,4.77,7.6,,
1865,4.02,1.89,7.93,,
1866,2.68,5.99,6.48,,
1867,2.68,4.02,5.36,,
1868,4.47,3.18,8.16,,
1869,2.68,3.11,4.02,,
1870,4.02,3.79,4.13,,
1871,3.58,4.47,6.48,,
1872,2.68,8.64,11.17,,
1873,2.23,2.65,6.03,,
1874,2.23,4.55,15.64,,
1875,4.02,5.53,6.15,,
1876,4.47,3.56,7.26,,
1877,3.13,3.64,5.92,,
1878,3.13,5.15,6.03,,
1879,3.58,2.65,2.57,,
1880,4.02,4.17,2.91,,
1881,3.13,3.64,3.69,,
1882,3.13,5.91,4.02,,
1883,5.36,4.02,4.36,,
1884,1.79,4.62,5.03,,
1885,3.13,13.56,2.68,,
1886,3.58,7.73,8.05,,
1887,4.47,21,4.69,,
1888,3.13,11.28,3.58,,
1889,4.02,4.93,16.87,,
1890,1.79,2.73,5.14,,
1891,2.68,2.73,2.91,,
1892,4.92,2.35,3.24,,
1893,9.89,2.8,6.93,,
1894,4.05,5.46,7.26,,
1895,56.21,4.09,5.48,,
1896,2.7,4.17,5.14,,
1897,2.7,8.03,4.92,,
1898,4.5,3.71,6.59,,
1899,4.5,2.2,8.49,,
1900,4.05,6.14,4.69,,
1901,3.15,7.81,10.5,,
1902,2.7,5.3,2.91,,
1903,2.25,5.68,4.25,,
1904,3.6,2.8,6.93,,
1905,2.7,4.62,5.36,,
1906,4.05,3.49,4.92,,
1907,3.15,2.73,3.24,,
1908,4.95,5.61,1.9,,
1909,2.7,15.38,3.69,,
1910,1.8,12.43,5.25,,
1911,2.7,12.58,123.93,,
1912,2.7,3.64,2.92,,
1913,3.6,3.26,2.6,,
1914,4.05,3.49,2.27,,
1915,1.8,2.8,1.95,,
1916,2.25,5.91,1.3,,
1917,2.25,2.58,1.62,,
1918,3.6,5.15,1.95,,
1919,4.95,4.47,4.22,,
1920,2.7,5.15,2.92,,
1921,4.05,5.91,4.55,,
1922,2.25,5.46,5.52,,
1923,4.05,4.02,7.8,,
1924,3.15,7.65,3.57,,
1925,3.15,3.64,4.55,,
1926,2.7,5.08,5.52,,
1927,7.64,4.02,4.22,,
1928,5.85,3.71,2.6,,
1929,2.25,5.53,3.9,,
1930,3.15,2.96,5.2,,
1931,3.15,3.33,6.5,,
1932,3.15,3.94,8.12,,
1933,4.5,4.17,5.52,,
1934,4.05,2.35,4.22,,
1935,5.4,5.3,3.57,,
1936,8.09,2.88,4.87,,
1937,4.5,6.37,3.25,,
1938,4.5,3.64,5.2,,
1939,2.7,3.49,5.2,,
1940,3.15,2.35,6.17,,
1941,4.05,3.64,15.27,,
1942,4.05,3.64,4.55,,
1943,4.5,2.35,6.5,,
1944,10.79,2.65,4.55,,
1945,2.25,3.18,2.92,,
1946,3.6,3.18,4.55,,
1947,4.05,3.26,5.2,,
1948,5.85,4.55,5.52,,
1949,2.7,5.46,4.55,,
1950,3.15,7.2,6.82,,
1951,2.7,3.64,4.87,,
1952,6.75,5.61,4.87,,
1953,5.85,3.11,2.37,,
1954,4.05,4.09,3.72,,
1955,8.09,3.18,1.69,,
1956,5.85,2.65,2.71,,
1957,6.3,2.35,5.76,,
1958,3.15,3.56,4.4,,
1959,2.25,2.65,13.21,,
1960,2.25,4.17,3.72,,
1961,2.7,4.62,5.08,,
1962,2.7,89.5,4.74,,
1963,3.15,5.99,8.13,,
1964,5.4,2.65,8.13,,
1965,3.6,2.27,7.45,,
1966,2.7,3.71,8.46,,
1967,1.35,5,6.09,,
1968,3.15,2.65,5.08,,
1969,1.35,3.64,6.43,,
1970,2.25,3.64,7.11,,
1971,1.8,5.91,13.88,,
1972,2.25,4.62,4.74,,
1973,4.05,2.65,4.74,,
1974,1.8,4.55,3.05,,
1975,3.15,4.7,4.06,,
1976,2.7,7.12,2.03,,
1977,3.15,10.23,2.37,,
1978,3.6,5.15,4.74,,
1979,3.6,4.62,8.46,,
1980,2.7,5.53,4.06,,
1981,1.8,5.46,3.05,,
1982,2.25,1.74,3.72,,
1983,2.7,3.71,2.71,,
1984,4.95,4.62,3.39,,
1985,4.5,6.37,2.37,,
1986,6.3,12.66,5.76,,
1987,2.7,3.49,4.74,,
1988,1.8,4.17,4.06,,
1989,3.6,3.33,3.05,,
1990,3.6,4.09,3.39,,
1991,4.5,5.46,7.11,,
1992,2.25,4.85,5.42,,
1993,2.7,3.64,3.72,,
1994,2.7,15.99,4.74,,
1995,2.25,2.27,3.05,,
1996,2.25,3.56,5.08,,
1997,3.15,2.65,11.51,,
1998,3.6,3.33,3.39,,
1999,1.35,3.11,7.11,,
2000,8.99,4.17,9.14,,
2001,5.85,5.91,10.84,,
2002,5.85,3.56,4.06,,
2003,2.7,4.17,3.72,,
2004,4.95,3.11,4.74,,
2005,4.05,4.09,4.74,,
2006,4.05,3.79,6.43,,
2007,1.8,3.64,4.74,,
2008,2.7,3.94,3.39,,
2009,2.25,2.35,3.39,,
2010,3.15,2.73,3.05,,
2011,4.95,4.55,3.39,,
2012,3.6,4.47,3.05,,
2013,2.7,10.99,5.08,,
2014,4.95,3.71,3.05,,
2015,4.95,4.32,11.51,,
2016,3.6,7.05,11.17,,
2017,3.6,3.64,10.16,,
2018,4.5,3.49,4.06,,
2019,6.75,4.09,6.77,,
2020,5.4,2.8,5.76,,
2021,2.25,5.3,2.71,,
2022,2.25,6.14,4.06,,
2023,2.25,5.38,2.37,,
2024,3.15,10.53,2.71,,
2025,2.25,6.14,3.05,,
2026,2.7,8.64,3.39,,
2027,2.7,3.41,4.74,,
2028,4.05,3.56,2.03,,
2029,6.3,2.8,3.39,,
2030,4.05,5,7.79,,
2031,4.05,3.49,8.8,,
2032,5.4,5.76,7.79,,
2033,4.05,11.9,7.11,,
2034,4.05,4.62,8.13,,
2035,4.95,3.71,3.72,,
2036,3.15,2.73,11.51,,
2037,2.7,5.38,5.42,,
2038,1.8,3.26,5.08,,
2039,5.4,3.64,5.76,,
2040,3.6,5.46,9.14,,
2041,3.6,7.96,3.72,,
2042,3.6,9.62,5.08,,
2043,3.6,3.86,7.45,,
2044,3.6,3.64,5.76,,
2045,3.15,9.85,4.06,,
2046,19.79,4.02,6.77,,
2047,4.5,5.08,3.05,,
2048,3.15,6.52,3.72,,
2049,5.85,3.11,2.37,,
2050,3.15,4.47,5.42,,
2051,3.15,3.33,5.76,,
2052,4.05,5.76,5.08,,
2053,3.15,7.35,4.4,,
2054,2.25,8.18,6.77,,
2055,2.25,6.74,6.09,,
2056,4.05,2.88,5.08,,
2057,2.7,2.73,26.75,,
2058,3.15,4.93,7.79,,
2059,3.15,4.09,7.11,,
2060,2.25,5.76,4.4,,
2061,3.6,2.42,14.56,,
2062,3.6,3.11,9.14,,
2063,2.25,2.96,6.43,,
2064,3.6,9.32,5.08,,
2065,3.15,5.46,6.09,,
2066,1.8,3.79,4.06,,
2067,3.15,9.02,3.72,,
2068,2.25,8.26,4.4,,
2069,3.15,7.96,4.06,,
2070,2.7,3.71,3.39,,
2071,2.25,5.99,3.72,,
2072,2.7,4.02,3.05,,
2073,4.05,2.35,5.08,,
2074,1.8,2.73,5.42,,
2075,1.8,2.8,4.06,,
2076,4.95,3.79,2.71,,
2077,1.8,8.58,5.76,,
2078,2.7,4.14,2.37,,
2079,2.7,4.89,7.45,,
2080,4.5,8.13,2.71,,
2081,5.85,4.97,2.71,,
2082,3.15,4.82,5.42,,
2083,2.7,5.72,4.4,,
2084,2.7,2.11,2.03,,
2085,3.6,3.76,4.4,,
2086,2.7,2.63,3.05,,
2087,3.6,2.11,6.77,,
2088,5.85,3.31,11.85,,
2089,4.05,3.69,3.39,,
2090,3.15,4.06,4.74,,
2091,2.25,8.05,3.72,,
2092,2.7,3.09,5.76,,
2093,2.25,2.94,3.05,,
2094,4.95,6.62,4.06,,
2095,4.5,4.82,8.46,,
2096,3.6,2.78,7.45,,
2097,3.6,4.89,6.09,,
2098,2.7,2.86,4.74,,
2099,4.05,2.26,8.46,,
2100,6.3,2.26,4.74,,
2101,2.7,3.99,8.8,,
2102,3.15,4.22,8.46,,
2103,4.5,5.04,5.76,,
2104,4.5,3.46,4.06,,
2105,3.6,3.99,5.42,,
2106,4.95,5.19,3.05,,
2107,2.25,3.01,11.85,,
2108,2.25,3.16,12.87,,
2109,3.15,1.81,5.42,,
2110,2.7,10.76,5.08,,
2111,8.99,7.3,10.16,,
2112,1.8,5.12,5.42,,
2113,1.35,3.69,6.09,,
2114,2.7,8.05,4.4,,
2115,4.05,4.74,2.37,,
2116,2.25,4.06,4.4,,
2117,3.6,5.49,3.72,,
2118,3.15,6.7,6.43,,
2119,4.05,1.96,38.94,,
2120,2.25,2.56,2.71,,
2121,3.15,5.64,4.06,,
2122,4.05,3.16,5.76,,
2123,3.15,3.61,6.77,,
2124,5.4,3.91,3.72,,
2125,3.15,3.99,5.76,,
2126,2.25,2.78,6.43,,
2127,3.6,3.09,4.06,,
2128,2.25,2.78,4.06,,
2129,5.4,4.06,4.4,,
2130,5.4,2.71,5.42,,
2131,3.15,2.63,4.74,,
2132,2.7,4.14,5.76,,
2133,4.05,2.63,5.08,,
2134,2.7,3.31,6.43,,
2135,3.6,3.99,5.42,,
2136,8.99,2.26,3.39,,
2137,2.7,2.63,5.76,,
2138,6.75,3.99,3.72,,
2139,4.5,1.35,3.39,,
2140,8.99,3.69,5.08,,
2141,2.25,4.82,3.72,,
2142,1.8,2.82,6.43,,
2143,1.8,2.31,8.46,,
2144,2.7,4.29,20.99,,
2145,4.05,7.79,8.8,,
2146,3.6,2.77,15.24,,
2147,4.5,3.5,6.43,,
2148,2.25,3.16,2.71,,
2149,3.6,4.97,11.85,,
2150,3.15,3.22,7.45,,
2151,3.15,4.12,20.32,,
2152,2.25,6.66,3.72,,
2153,3.15,5.87,6.43,,
2154,1.8,3.1,4.74,,
2155,1.8,4.18,5.42,,
2156,3.15,3.56,9.14,,
2157,4.05,2.77,9.14,,
2158,2.25,5.36,6.77,,
2159,2.7,6.77,6.77,,
2160,3.6,3.78,7.45,,
2161,2.7,3.95,4.06,,
2162,5.4,5.02,3.72,,
2163,2.7,7.17,5.76,,
2164,4.05,9.54,9.14,,
2165,4.05,3.89,9.14,,
2166,4.05,4.18,6.09,,
2167,4.95,6.77,6.09,,
2168,3.15,4.06,10.16,,
2169,5.85,4.97,9.14,,
2170,6.75,5.42,7.11,,
2171,6.3,3.56,5.08,,
2172,15.74,5.42,7.11,,
2173,4.05,4.57,8.46,,
2174,5.4,5.02,7.11,,
2175,7.2,22.47,7.45,,
2176,9.89,2.71,6.43,,
2177,7.64,5.53,11.51,,
2178,4.95,5.76,11.51,,
2179,4.5,6.72,14.9,,
2180,6.3,4.18,5.08,,
2181,7.64,3.16,13.54,,
2182,5.4,3.16,31.83,,
2183,5.4,3.16,,,
2184,8.09,4.97,,,
2185,8.54,3.61,,,
2186,5.85,7.73,,,
2187,5.85,4.4,,,
2188,8.99,2.77,,,
2189,5.4,3.56,,,
2190,8.54,3.61,,,
2191,10.79,6.38,,,
2192,7.2,3.61,,,
2193,6.75,2.71,,,
2194,6.3,3.95,,,
2195,5.4,4.97,,,
2196,4.05,11.8,,,
2197,4.5,6.89,,,
2198,13.94,17.56,,,
2199,3.6,9.03,,,
2200,3.6,15.69,,,
2201,3.15,14.4,,,
2202,10.34,24.03,,,
2203,4.95,2.71,,,
2204,10.34,2.71,,,
2205,3.6,3.61,,,
2206,3.17,5.87,,,
2207,2.26,4.85,,,
2208,3.17,4.01,,,
2209,2.26,3.67,,,
2210,2.72,4.57,,,
2211,3.17,3.1,,,
2212,4.98,2.71,,,
2213,7.24,3.1,,,
2214,4.98,2.31,,,
2215,2.72,4.29,,,
2216,3.62,7.11,,,
2217,4.98,4.46,,,
2218,2.72,3.89,,,
2219,3.17,9.65,,,
2220,3.17,4.97,,,
2221,4.53,5.87,,,
2222,4.53,3.67,,,
2223,4.98,6.32,,,
2224,5.43,5.36,,,
2225,2.26,7.23,,,
2226,3.17,8.58,,,
2227,3.62,6.32,,,
2228,2.72,7.11,,,
2229,2.26,8.24,,,
2230,1.81,4.06,,,
2231,4.53,4.12,,,
2232,1.81,7.73,,,
2233,1.36,8.41,,,
2234,2.72,5.48,,,
2235,4.08,7.17,,,
2236,2.72,7.73,,,
2237,28.98,8.98,,,
2238,4.53,8.64,,,
2239,4.08,5.02,,,
2240,3.17,3.16,,,
2241,3.62,10.33,,,
2242,4.53,3.16,,,
2243,3.62,5.87,,,
2244,5.89,3.16,,,
2245,5.89,5.93,,,
2246,8.15,15.81,,,
2247,5.89,6.72,,,
2248,6.79,7.23,,,
2249,5.43,17.67,,,
